,Line,Speaker,Text,Date,sentences,words,start,end
136,137,Trump,"It's not negotiable, no. Let her release the e-mails. Why did she delete 33,000...",2016-09-26,"['It', ""'s"", 'not', 'negotiable', ',', 'no', '.', 'Let', 'her', 'release', 'the', 'e-mails', '.', 'Why', 'did', 'she', 'delete', '33,000', '...']","['It', ""'s"", 'not', 'negotiable', ',', 'no', '.', 'Let', 'her', 'release', 'the', 'e-mails', '.', 'Why', 'did', 'she', 'delete', '33,000', '...']",3527.0,3536.5
137,138,Holt,"Well, I'll let her answer that. But let me just admonish the audience one more time. There was an agreement. We did ask you to be silent, so it would be helpful for us. Secretary Clinton?",2016-09-26,"['Well', ',', 'I', ""'ll"", 'let', 'her', 'answer', 'that', '.', 'But', 'let', 'me', 'just', 'admonish', 'the', 'audience', 'one', 'more', 'time', '.', 'There', 'was', 'an', 'agreement', '.', 'We', 'did', 'ask', 'you', 'to', 'be', 'silent', ',', 'so', 'it', 'would', 'be', 'helpful', 'for', 'us', '.', 'Secretary', 'Clinton', '?']","['Well', ',', 'I', ""'ll"", 'let', 'her', 'answer', 'that', '.', 'But', 'let', 'me', 'just', 'admonish', 'the', 'audience', 'one', 'more', 'time', '.', 'There', 'was', 'an', 'agreement', '.', 'We', 'did', 'ask', 'you', 'to', 'be', 'silent', ',', 'so', 'it', 'would', 'be', 'helpful', 'for', 'us', '.', 'Secretary', 'Clinton', '?']",3537.5,3559.5
138,139,Clinton,"Well, I think you've seen another example of bait-and- switch here. For 40 years, everyone running for president has released their tax returns. You can go and see nearly, I think, 39, 40 years of our tax returns, but everyone has done it. We know the IRS has made clear there is no prohibition on releasing it when you're under audit. So you've got to ask yourself, why won't he release his tax returns? And I think there may be a couple of reasons. First, maybe he's not as rich as he says he is. Second, maybe he's not as charitable as he claims to be.",2016-09-26,"['Well', ',', 'I', 'think', 'you', ""'ve"", 'seen', 'another', 'example', 'of', 'bait-and-', 'switch', 'here', '.', 'For', '40', 'years', ',', 'everyone', 'running', 'for', 'president', 'has', 'released', 'their', 'tax', 'returns', '.', 'You', 'can', 'go', 'and', 'see', 'nearly', ',', 'I', 'think', ',', '39', ',', '40', 'years', 'of', 'our', 'tax', 'returns', ',', 'but', 'everyone', 'has', 'done', 'it', '.', 'We', 'know', 'the', 'IRS', 'has', 'made', 'clear', 'there', 'is', 'no', 'prohibition', 'on', 'releasing', 'it', 'when', 'you', ""'re"", 'under', 'audit', '.', 'So', 'you', ""'ve"", 'got', 'to', 'ask', 'yourself', ',', 'why', 'wo', ""n't"", 'he', 'release', 'his', 'tax', 'returns', '?', 'And', 'I', 'think', 'there', 'may', 'be', 'a', 'couple', 'of', 'reasons', '.', 'First', ',', 'maybe', 'he', ""'s"", 'not', 'as', 'rich', 'as', 'he', 'says', 'he', 'is', '.', 'Second', ',', 'maybe', 'he', ""'s"", 'not', 'as', 'charitable', 'as', 'he', 'claims', 'to', 'be', '.']","['Well', ',', 'I', 'think', 'you', ""'ve"", 'seen', 'another', 'example', 'of', 'bait-and-', 'switch', 'here', '.', 'For', '40', 'years', ',', 'everyone', 'running', 'for', 'president', 'has', 'released', 'their', 'tax', 'returns', '.', 'You', 'can', 'go', 'and', 'see', 'nearly', ',', 'I', 'think', ',', '39', ',', '40', 'years', 'of', 'our', 'tax', 'returns', ',', 'but', 'everyone', 'has', 'done', 'it', '.', 'We', 'know', 'the', 'IRS', 'has', 'made', 'clear', 'there', 'is', 'no', 'prohibition', 'on', 'releasing', 'it', 'when', 'you', ""'re"", 'under', 'audit', '.', 'So', 'you', ""'ve"", 'got', 'to', 'ask', 'yourself', ',', 'why', 'wo', ""n't"", 'he', 'release', 'his', 'tax', 'returns', '?', 'And', 'I', 'think', 'there', 'may', 'be', 'a', 'couple', 'of', 'reasons', '.', 'First', ',', 'maybe', 'he', ""'s"", 'not', 'as', 'rich', 'as', 'he', 'says', 'he', 'is', '.', 'Second', ',', 'maybe', 'he', ""'s"", 'not', 'as', 'charitable', 'as', 'he', 'claims', 'to', 'be', '.']",3560.5,3625.0
139,140,Clinton,"Third, we don't know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks. Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.",2016-09-26,"['Third', ',', 'we', 'do', ""n't"", 'know', 'all', 'of', 'his', 'business', 'dealings', ',', 'but', 'we', 'have', 'been', 'told', 'through', 'investigative', 'reporting', 'that', 'he', 'owes', 'about', '$', '650', 'million', 'to', 'Wall', 'Street', 'and', 'foreign', 'banks', '.', 'Or', 'maybe', 'he', 'does', ""n't"", 'want', 'the', 'American', 'people', ',', 'all', 'of', 'you', 'watching', 'tonight', ',', 'to', 'know', 'that', 'he', ""'s"", 'paid', 'nothing', 'in', 'federal', 'taxes', ',', 'because', 'the', 'only', 'years', 'that', 'anybody', ""'s"", 'ever', 'seen', 'were', 'a', 'couple', 'of', 'years', 'when', 'he', 'had', 'to', 'turn', 'them', 'over', 'to', 'state', 'authorities', 'when', 'he', 'was', 'trying', 'to', 'get', 'a', 'casino', 'license', ',', 'and', 'they', 'showed', 'he', 'did', ""n't"", 'pay', 'any', 'federal', 'income', 'tax', '.']","['Third', ',', 'we', 'do', ""n't"", 'know', 'all', 'of', 'his', 'business', 'dealings', ',', 'but', 'we', 'have', 'been', 'told', 'through', 'investigative', 'reporting', 'that', 'he', 'owes', 'about', '$', '650', 'million', 'to', 'Wall', 'Street', 'and', 'foreign', 'banks', '.', 'Or', 'maybe', 'he', 'does', ""n't"", 'want', 'the', 'American', 'people', ',', 'all', 'of', 'you', 'watching', 'tonight', ',', 'to', 'know', 'that', 'he', ""'s"", 'paid', 'nothing', 'in', 'federal', 'taxes', ',', 'because', 'the', 'only', 'years', 'that', 'anybody', ""'s"", 'ever', 'seen', 'were', 'a', 'couple', 'of', 'years', 'when', 'he', 'had', 'to', 'turn', 'them', 'over', 'to', 'state', 'authorities', 'when', 'he', 'was', 'trying', 'to', 'get', 'a', 'casino', 'license', ',', 'and', 'they', 'showed', 'he', 'did', ""n't"", 'pay', 'any', 'federal', 'income', 'tax', '.']",3626.0,3679.5
140,141,Trump,That makes me smart.,2016-09-26,"['That', 'makes', 'me', 'smart', '.']","['That', 'makes', 'me', 'smart', '.']",3680.5,3683.0
141,142,Clinton,"So if he's paid zero, that means zero for troops, zero for vets, zero for schools or health. And I think probably he's not all that enthusiastic about having the rest of our country see what the real reasons are, because it must be something really important, even terrible, that he's trying to hide. And the financial disclosure statements, they don't give you the tax rate. They don't give you all the details that tax returns would. And it just seems to me that this is something that the American people deserve to see. And I have no reason to believe that he's ever going to release his tax returns, because there's something he's hiding. And we'll guess. We'll keep guessing at what it might be that he's hiding. But I think the question is, were he ever to get near the White House, what would be those conflicts? Who does he owe money to? Well, he owes you the answers to that, and he should provide them.",2016-09-26,"['So', 'if', 'he', ""'s"", 'paid', 'zero', ',', 'that', 'means', 'zero', 'for', 'troops', ',', 'zero', 'for', 'vets', ',', 'zero', 'for', 'schools', 'or', 'health', '.', 'And', 'I', 'think', 'probably', 'he', ""'s"", 'not', 'all', 'that', 'enthusiastic', 'about', 'having', 'the', 'rest', 'of', 'our', 'country', 'see', 'what', 'the', 'real', 'reasons', 'are', ',', 'because', 'it', 'must', 'be', 'something', 'really', 'important', ',', 'even', 'terrible', ',', 'that', 'he', ""'s"", 'trying', 'to', 'hide', '.', 'And', 'the', 'financial', 'disclosure', 'statements', ',', 'they', 'do', ""n't"", 'give', 'you', 'the', 'tax', 'rate', '.', 'They', 'do', ""n't"", 'give', 'you', 'all', 'the', 'details', 'that', 'tax', 'returns', 'would', '.', 'And', 'it', 'just', 'seems', 'to', 'me', 'that', 'this', 'is', 'something', 'that', 'the', 'American', 'people', 'deserve', 'to', 'see', '.', 'And', 'I', 'have', 'no', 'reason', 'to', 'believe', 'that', 'he', ""'s"", 'ever', 'going', 'to', 'release', 'his', 'tax', 'returns', ',', 'because', 'there', ""'s"", 'something', 'he', ""'s"", 'hiding', '.', 'And', 'we', ""'ll"", 'guess', '.', 'We', ""'ll"", 'keep', 'guessing', 'at', 'what', 'it', 'might', 'be', 'that', 'he', ""'s"", 'hiding', '.', 'But', 'I', 'think', 'the', 'question', 'is', ',', 'were', 'he', 'ever', 'to', 'get', 'near', 'the', 'White', 'House', ',', 'what', 'would', 'be', 'those', 'conflicts', '?', 'Who', 'does', 'he', 'owe', 'money', 'to', '?', 'Well', ',', 'he', 'owes', 'you', 'the', 'answers', 'to', 'that', ',', 'and', 'he', 'should', 'provide', 'them', '.']","['So', 'if', 'he', ""'s"", 'paid', 'zero', ',', 'that', 'means', 'zero', 'for', 'troops', ',', 'zero', 'for', 'vets', ',', 'zero', 'for', 'schools', 'or', 'health', '.', 'And', 'I', 'think', 'probably', 'he', ""'s"", 'not', 'all', 'that', 'enthusiastic', 'about', 'having', 'the', 'rest', 'of', 'our', 'country', 'see', 'what', 'the', 'real', 'reasons', 'are', ',', 'because', 'it', 'must', 'be', 'something', 'really', 'important', ',', 'even', 'terrible', ',', 'that', 'he', ""'s"", 'trying', 'to', 'hide', '.', 'And', 'the', 'financial', 'disclosure', 'statements', ',', 'they', 'do', ""n't"", 'give', 'you', 'the', 'tax', 'rate', '.', 'They', 'do', ""n't"", 'give', 'you', 'all', 'the', 'details', 'that', 'tax', 'returns', 'would', '.', 'And', 'it', 'just', 'seems', 'to', 'me', 'that', 'this', 'is', 'something', 'that', 'the', 'American', 'people', 'deserve', 'to', 'see', '.', 'And', 'I', 'have', 'no', 'reason', 'to', 'believe', 'that', 'he', ""'s"", 'ever', 'going', 'to', 'release', 'his', 'tax', 'returns', ',', 'because', 'there', ""'s"", 'something', 'he', ""'s"", 'hiding', '.', 'And', 'we', ""'ll"", 'guess', '.', 'We', ""'ll"", 'keep', 'guessing', 'at', 'what', 'it', 'might', 'be', 'that', 'he', ""'s"", 'hiding', '.', 'But', 'I', 'think', 'the', 'question', 'is', ',', 'were', 'he', 'ever', 'to', 'get', 'near', 'the', 'White', 'House', ',', 'what', 'would', 'be', 'those', 'conflicts', '?', 'Who', 'does', 'he', 'owe', 'money', 'to', '?', 'Well', ',', 'he', 'owes', 'you', 'the', 'answers', 'to', 'that', ',', 'and', 'he', 'should', 'provide', 'them', '.']",3684.0,3785.0
142,143,Holt,He also -- he also raised the issue of your e-mails. Do you want to respond to that?,2016-09-26,"['He', 'also', '--', 'he', 'also', 'raised', 'the', 'issue', 'of', 'your', 'e-mails', '.', 'Do', 'you', 'want', 'to', 'respond', 'to', 'that', '?']","['He', 'also', '--', 'he', 'also', 'raised', 'the', 'issue', 'of', 'your', 'e-mails', '.', 'Do', 'you', 'want', 'to', 'respond', 'to', 'that', '?']",3786.0,3796.0
143,144,Clinton,"I do. You know, I made a mistake using a private e- mail. TRUMP:",2016-09-26,"['I', 'do', '.', 'You', 'know', ',', 'I', 'made', 'a', 'mistake', 'using', 'a', 'private', 'e-', 'mail', '.', 'TRUMP', ':']","['I', 'do', '.', 'You', 'know', ',', 'I', 'made', 'a', 'mistake', 'using', 'a', 'private', 'e-', 'mail', '.', 'TRUMP', ':']",3797.0,3806.0
144,145,Clinton,"And if I had to do it over again, I would, obviously, do it differently. But I'm not going to make any excuses. It was a mistake, and I take responsibility for that.",2016-09-26,"['And', 'if', 'I', 'had', 'to', 'do', 'it', 'over', 'again', ',', 'I', 'would', ',', 'obviously', ',', 'do', 'it', 'differently', '.', 'But', 'I', ""'m"", 'not', 'going', 'to', 'make', 'any', 'excuses', '.', 'It', 'was', 'a', 'mistake', ',', 'and', 'I', 'take', 'responsibility', 'for', 'that', '.']","['And', 'if', 'I', 'had', 'to', 'do', 'it', 'over', 'again', ',', 'I', 'would', ',', 'obviously', ',', 'do', 'it', 'differently', '.', 'But', 'I', ""'m"", 'not', 'going', 'to', 'make', 'any', 'excuses', '.', 'It', 'was', 'a', 'mistake', ',', 'and', 'I', 'take', 'responsibility', 'for', 'that', '.']",3807.0,3827.5
145,146,Holt,Mr. Trump?,2016-09-26,"['Mr.', 'Trump', '?']","['Mr.', 'Trump', '?']",3828.5,3830.0
146,147,Trump,"That was more than a mistake. That was done purposely. OK? That was not a mistake. That was done purposely. When you have your staff taking the Fifth Amendment, taking the Fifth so they're not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think it's disgraceful. And believe me, this country thinks it's -- really thinks it's disgraceful, also. As far as my tax returns, you don't learn that much from tax returns. That I can tell you. You learn a lot from financial disclosure. And you should go down and take a look at that. The other thing, I'm extremely underleveraged. The report that said $650 -- which, by the way, a lot of friends of mine that know my business say, boy, that's really not a lot of money. It's not a lot of money relative to what I had. The buildings that were in question, they said in the same report, which was -- actually, it wasn't even a bad story, to be honest with you, but the buildings are worth $3.9 billion. And the $650 isn't even on that. But it's not $650. It's much less than that. But I could give you a list of banks, I would -- if that would help you, I would give you a list of banks. These are very fine institutions, very fine banks. I could do that very quickly. I am very underleveraged. I have a great company. I have a tremendous income. And the reason I say that is not in a braggadocios way. It's because it's about time that this country had somebody running it that has an idea about money. When we have $20 trillion in debt, and our country's a mess, you know, it's one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything's in great shape, our airports. Our airports are like from a third world country. You land at LaGuardia, you land at Kennedy, you land at LAX, you land at Newark, and you come in from Dubai and Qatar and you see these incredible -- you come in from China, you see these incredible airports, and you land -- we've become a third world country. So the worst of all things has happened. We owe $20 trillion, and we're a mess. We haven't even started. And we've spent $6 trillion in the Middle East, according to a report that I just saw. Whether it's 6 or 5, but it looks like it's 6, $6 trillion in the Middle East, we could have rebuilt our country twice. And it's really a shame. And it's politicians like Secretary Clinton that have caused this problem. Our country has tremendous problems. We're a debtor nation. We're a serious debtor nation. And we have a country that needs new roads, new tunnels, new bridges, new airports, new schools, new hospitals. And we don't have the money, because it's been squandered on so many of your ideas.",2016-09-26,"['That', 'was', 'more', 'than', 'a', 'mistake', '.', 'That', 'was', 'done', 'purposely', '.', 'OK', '?', 'That', 'was', 'not', 'a', 'mistake', '.', 'That', 'was', 'done', 'purposely', '.', 'When', 'you', 'have', 'your', 'staff', 'taking', 'the', 'Fifth', 'Amendment', ',', 'taking', 'the', 'Fifth', 'so', 'they', ""'re"", 'not', 'prosecuted', ',', 'when', 'you', 'have', 'the', 'man', 'that', 'set', 'up', 'the', 'illegal', 'server', 'taking', 'the', 'Fifth', ',', 'I', 'think', 'it', ""'s"", 'disgraceful', '.', 'And', 'believe', 'me', ',', 'this', 'country', 'thinks', 'it', ""'s"", '--', 'really', 'thinks', 'it', ""'s"", 'disgraceful', ',', 'also', '.', 'As', 'far', 'as', 'my', 'tax', 'returns', ',', 'you', 'do', ""n't"", 'learn', 'that', 'much', 'from', 'tax', 'returns', '.', 'That', 'I', 'can', 'tell', 'you', '.', 'You', 'learn', 'a', 'lot', 'from', 'financial', 'disclosure', '.', 'And', 'you', 'should', 'go', 'down', 'and', 'take', 'a', 'look', 'at', 'that', '.', 'The', 'other', 'thing', ',', 'I', ""'m"", 'extremely', 'underleveraged', '.', 'The', 'report', 'that', 'said', '$', '650', '--', 'which', ',', 'by', 'the', 'way', ',', 'a', 'lot', 'of', 'friends', 'of', 'mine', 'that', 'know', 'my', 'business', 'say', ',', 'boy', ',', 'that', ""'s"", 'really', 'not', 'a', 'lot', 'of', 'money', '.', 'It', ""'s"", 'not', 'a', 'lot', 'of', 'money', 'relative', 'to', 'what', 'I', 'had', '.', 'The', 'buildings', 'that', 'were', 'in', 'question', ',', 'they', 'said', 'in', 'the', 'same', 'report', ',', 'which', 'was', '--', 'actually', ',', 'it', 'was', ""n't"", 'even', 'a', 'bad', 'story', ',', 'to', 'be', 'honest', 'with', 'you', ',', 'but', 'the', 'buildings', 'are', 'worth', '$', '3.9', 'billion', '.', 'And', 'the', '$', '650', 'is', ""n't"", 'even', 'on', 'that', '.', 'But', 'it', ""'s"", 'not', '$', '650', '.', 'It', ""'s"", 'much', 'less', 'than', 'that', '.', 'But', 'I', 'could', 'give', 'you', 'a', 'list', 'of', 'banks', ',', 'I', 'would', '--', 'if', 'that', 'would', 'help', 'you', ',', 'I', 'would', 'give', 'you', 'a', 'list', 'of', 'banks', '.', 'These', 'are', 'very', 'fine', 'institutions', ',', 'very', 'fine', 'banks', '.', 'I', 'could', 'do', 'that', 'very', 'quickly', '.', 'I', 'am', 'very', 'underleveraged', '.', 'I', 'have', 'a', 'great', 'company', '.', 'I', 'have', 'a', 'tremendous', 'income', '.', 'And', 'the', 'reason', 'I', 'say', 'that', 'is', 'not', 'in', 'a', 'braggadocios', 'way', '.', 'It', ""'s"", 'because', 'it', ""'s"", 'about', 'time', 'that', 'this', 'country', 'had', 'somebody', 'running', 'it', 'that', 'has', 'an', 'idea', 'about', 'money', '.', 'When', 'we', 'have', '$', '20', 'trillion', 'in', 'debt', ',', 'and', 'our', 'country', ""'s"", 'a', 'mess', ',', 'you', 'know', ',', 'it', ""'s"", 'one', 'thing', 'to', 'have', '$', '20', 'trillion', 'in', 'debt', 'and', 'our', 'roads', 'are', 'good', 'and', 'our', 'bridges', 'are', 'good', 'and', 'everything', ""'s"", 'in', 'great', 'shape', ',', 'our', 'airports', '.', 'Our', 'airports', 'are', 'like', 'from', 'a', 'third', 'world', 'country', '.', 'You', 'land', 'at', 'LaGuardia', ',', 'you', 'land', 'at', 'Kennedy', ',', 'you', 'land', 'at', 'LAX', ',', 'you', 'land', 'at', 'Newark', ',', 'and', 'you', 'come', 'in', 'from', 'Dubai', 'and', 'Qatar', 'and', 'you', 'see', 'these', 'incredible', '--', 'you', 'come', 'in', 'from', 'China', ',', 'you', 'see', 'these', 'incredible', 'airports', ',', 'and', 'you', 'land', '--', 'we', ""'ve"", 'become', 'a', 'third', 'world', 'country', '.', 'So', 'the', 'worst', 'of', 'all', 'things', 'has', 'happened', '.', 'We', 'owe', '$', '20', 'trillion', ',', 'and', 'we', ""'re"", 'a', 'mess', '.', 'We', 'have', ""n't"", 'even', 'started', '.', 'And', 'we', ""'ve"", 'spent', '$', '6', 'trillion', 'in', 'the', 'Middle', 'East', ',', 'according', 'to', 'a', 'report', 'that', 'I', 'just', 'saw', '.', 'Whether', 'it', ""'s"", '6', 'or', '5', ',', 'but', 'it', 'looks', 'like', 'it', ""'s"", '6', ',', '$', '6', 'trillion', 'in', 'the', 'Middle', 'East', ',', 'we', 'could', 'have', 'rebuilt', 'our', 'country', 'twice', '.', 'And', 'it', ""'s"", 'really', 'a', 'shame', '.', 'And', 'it', ""'s"", 'politicians', 'like', 'Secretary', 'Clinton', 'that', 'have', 'caused', 'this', 'problem', '.', 'Our', 'country', 'has', 'tremendous', 'problems', '.', 'We', ""'re"", 'a', 'debtor', 'nation', '.', 'We', ""'re"", 'a', 'serious', 'debtor', 'nation', '.', 'And', 'we', 'have', 'a', 'country', 'that', 'needs', 'new', 'roads', ',', 'new', 'tunnels', ',', 'new', 'bridges', ',', 'new', 'airports', ',', 'new', 'schools', ',', 'new', 'hospitals', '.', 'And', 'we', 'do', ""n't"", 'have', 'the', 'money', ',', 'because', 'it', ""'s"", 'been', 'squandered', 'on', 'so', 'many', 'of', 'your', 'ideas', '.']","['That', 'was', 'more', 'than', 'a', 'mistake', '.', 'That', 'was', 'done', 'purposely', '.', 'OK', '?', 'That', 'was', 'not', 'a', 'mistake', '.', 'That', 'was', 'done', 'purposely', '.', 'When', 'you', 'have', 'your', 'staff', 'taking', 'the', 'Fifth', 'Amendment', ',', 'taking', 'the', 'Fifth', 'so', 'they', ""'re"", 'not', 'prosecuted', ',', 'when', 'you', 'have', 'the', 'man', 'that', 'set', 'up', 'the', 'illegal', 'server', 'taking', 'the', 'Fifth', ',', 'I', 'think', 'it', ""'s"", 'disgraceful', '.', 'And', 'believe', 'me', ',', 'this', 'country', 'thinks', 'it', ""'s"", '--', 'really', 'thinks', 'it', ""'s"", 'disgraceful', ',', 'also', '.', 'As', 'far', 'as', 'my', 'tax', 'returns', ',', 'you', 'do', ""n't"", 'learn', 'that', 'much', 'from', 'tax', 'returns', '.', 'That', 'I', 'can', 'tell', 'you', '.', 'You', 'learn', 'a', 'lot', 'from', 'financial', 'disclosure', '.', 'And', 'you', 'should', 'go', 'down', 'and', 'take', 'a', 'look', 'at', 'that', '.', 'The', 'other', 'thing', ',', 'I', ""'m"", 'extremely', 'underleveraged', '.', 'The', 'report', 'that', 'said', '$', '650', '--', 'which', ',', 'by', 'the', 'way', ',', 'a', 'lot', 'of', 'friends', 'of', 'mine', 'that', 'know', 'my', 'business', 'say', ',', 'boy', ',', 'that', ""'s"", 'really', 'not', 'a', 'lot', 'of', 'money', '.', 'It', ""'s"", 'not', 'a', 'lot', 'of', 'money', 'relative', 'to', 'what', 'I', 'had', '.', 'The', 'buildings', 'that', 'were', 'in', 'question', ',', 'they', 'said', 'in', 'the', 'same', 'report', ',', 'which', 'was', '--', 'actually', ',', 'it', 'was', ""n't"", 'even', 'a', 'bad', 'story', ',', 'to', 'be', 'honest', 'with', 'you', ',', 'but', 'the', 'buildings', 'are', 'worth', '$', '3.9', 'billion', '.', 'And', 'the', '$', '650', 'is', ""n't"", 'even', 'on', 'that', '.', 'But', 'it', ""'s"", 'not', '$', '650', '.', 'It', ""'s"", 'much', 'less', 'than', 'that', '.', 'But', 'I', 'could', 'give', 'you', 'a', 'list', 'of', 'banks', ',', 'I', 'would', '--', 'if', 'that', 'would', 'help', 'you', ',', 'I', 'would', 'give', 'you', 'a', 'list', 'of', 'banks', '.', 'These', 'are', 'very', 'fine', 'institutions', ',', 'very', 'fine', 'banks', '.', 'I', 'could', 'do', 'that', 'very', 'quickly', '.', 'I', 'am', 'very', 'underleveraged', '.', 'I', 'have', 'a', 'great', 'company', '.', 'I', 'have', 'a', 'tremendous', 'income', '.', 'And', 'the', 'reason', 'I', 'say', 'that', 'is', 'not', 'in', 'a', 'braggadocios', 'way', '.', 'It', ""'s"", 'because', 'it', ""'s"", 'about', 'time', 'that', 'this', 'country', 'had', 'somebody', 'running', 'it', 'that', 'has', 'an', 'idea', 'about', 'money', '.', 'When', 'we', 'have', '$', '20', 'trillion', 'in', 'debt', ',', 'and', 'our', 'country', ""'s"", 'a', 'mess', ',', 'you', 'know', ',', 'it', ""'s"", 'one', 'thing', 'to', 'have', '$', '20', 'trillion', 'in', 'debt', 'and', 'our', 'roads', 'are', 'good', 'and', 'our', 'bridges', 'are', 'good', 'and', 'everything', ""'s"", 'in', 'great', 'shape', ',', 'our', 'airports', '.', 'Our', 'airports', 'are', 'like', 'from', 'a', 'third', 'world', 'country', '.', 'You', 'land', 'at', 'LaGuardia', ',', 'you', 'land', 'at', 'Kennedy', ',', 'you', 'land', 'at', 'LAX', ',', 'you', 'land', 'at', 'Newark', ',', 'and', 'you', 'come', 'in', 'from', 'Dubai', 'and', 'Qatar', 'and', 'you', 'see', 'these', 'incredible', '--', 'you', 'come', 'in', 'from', 'China', ',', 'you', 'see', 'these', 'incredible', 'airports', ',', 'and', 'you', 'land', '--', 'we', ""'ve"", 'become', 'a', 'third', 'world', 'country', '.', 'So', 'the', 'worst', 'of', 'all', 'things', 'has', 'happened', '.', 'We', 'owe', '$', '20', 'trillion', ',', 'and', 'we', ""'re"", 'a', 'mess', '.', 'We', 'have', ""n't"", 'even', 'started', '.', 'And', 'we', ""'ve"", 'spent', '$', '6', 'trillion', 'in', 'the', 'Middle', 'East', ',', 'according', 'to', 'a', 'report', 'that', 'I', 'just', 'saw', '.', 'Whether', 'it', ""'s"", '6', 'or', '5', ',', 'but', 'it', 'looks', 'like', 'it', ""'s"", '6', ',', '$', '6', 'trillion', 'in', 'the', 'Middle', 'East', ',', 'we', 'could', 'have', 'rebuilt', 'our', 'country', 'twice', '.', 'And', 'it', ""'s"", 'really', 'a', 'shame', '.', 'And', 'it', ""'s"", 'politicians', 'like', 'Secretary', 'Clinton', 'that', 'have', 'caused', 'this', 'problem', '.', 'Our', 'country', 'has', 'tremendous', 'problems', '.', 'We', ""'re"", 'a', 'debtor', 'nation', '.', 'We', ""'re"", 'a', 'serious', 'debtor', 'nation', '.', 'And', 'we', 'have', 'a', 'country', 'that', 'needs', 'new', 'roads', ',', 'new', 'tunnels', ',', 'new', 'bridges', ',', 'new', 'airports', ',', 'new', 'schools', ',', 'new', 'hospitals', '.', 'And', 'we', 'do', ""n't"", 'have', 'the', 'money', ',', 'because', 'it', ""'s"", 'been', 'squandered', 'on', 'so', 'many', 'of', 'your', 'ideas', '.']",3831.0,4144.5
